,daysOnMovoto,listDate,listingAgent,listPrice,lotSize,sqftTotal,mlsNumber,bath,bed,officeListName,propertyType,yearBuilt,zipCode,path,status,houseRealStatus,createdAt,onMarketDateTime,priceRaw,geo.state,geo.city,geo.zipcode,geo.address
322,13,2021-04-05 00:00:00,Christiane Gigas,1295000,10328,1075,421535481,2,2,Sotheby's International Realty,CONDO,2008,94109,san-francisco-ca/1521-sutter-st-304-san-francisco-ca-94109-110_345645/for-sale/,Active,ACTIVE,2021-04-19 20:56:32,2021-04-05 00:00:00,1295000,CA,San Francisco,94109,1521 Sutter St #304
323,13,2021-04-19 00:00:00,Adam Filly,2399000,2996,3850,421539986,2,4,Compass,MULTI_FAMILY,1923,94118,san-francisco-ca/427-8th-ave-apt-4-san-francisco-ca-94118-110_421539986/for-sale/,Active,ACTIVE,2021-04-19 20:26:43,2021-04-19 00:00:00,2399000,CA,San Francisco,94118,427 8th Ave #4
324,13,2021-04-18 00:00:00,David Bellings,1795000,2125,0,421539174,1,2,Compass,SINGLE_FAMILY_HOUSE,1900,94123,san-francisco-ca/3132-laguna-st-san-francisco-ca-94123/pid_aplwoad48g/for-sale/,Active,ACTIVE,2021-04-19 19:36:44,2021-04-18 00:00:00,1795000,CA,San Francisco,94123,3132 Laguna St
325,13,2021-04-17 00:00:00,Michael Ackerman,2185000,2250,1977,421539721,2,3,Corcoran Global Living,SINGLE_FAMILY_HOUSE,1907,94117,san-francisco-ca/1282-stanyan-st-san-francisco-ca-94117/pid_ro8woad48g/for-sale/,Active,ACTIVE,2021-04-19 18:51:33,2021-04-17 00:00:00,2185000,CA,San Francisco,94117,1282 Stanyan St
326,13,2021-04-19 00:00:00,Jason Gomez,1995000,2600,3638,421539871,3,6,ARG Real Estate,MULTI_FAMILY,1925,94110,san-francisco-ca/2570-bryant-st-apt-2-san-francisco-ca-94110-110_421539871/for-sale/,Active,ACTIVE,2021-04-19 15:16:33,2021-04-19 00:00:00,1995000,CA,San Francisco,94110,2570 Bryant St #2
328,14,2021-03-10 00:00:00,Elizabeth Kraus,1799000,2430,1575,421537214,2,3,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1909,94110,san-francisco-ca/749-guerrero-street-san-francisco-ca-94110-110_438682/for-sale/,Active,ACTIVE,2021-04-18 20:31:17,2021-03-10 00:00:00,1799000,CA,San Francisco,94110,749 Guerrero St
329,14,2021-04-12 00:00:00,Morton Mah,1495000,25061,1285,421538968,2,2,Compass,CONDO,1993,94109,san-francisco-ca/1388-gough-st-1005-san-francisco-ca-94109/pid_csswoad48g/for-sale/,Active,ACTIVE,2021-04-18 18:01:27,2021-04-12 00:00:00,1495000,CA,San Francisco,94109,1388 Gough St #1005
331,14,2021-04-17 00:00:00,Paige Dung Nguyen,1449888,2187,1635,ML81834128,2,3,"Metis Real Estate, Inc.",SINGLE_FAMILY_HOUSE,1907,94109,san-francisco-ca/606-ellis-st-san-francisco-ca-94109-12_40026718/for-sale/,Active,ACTIVE,2021-04-18 03:07:27,2021-04-17 00:00:00,1449888,CA,San Francisco,94109,606 Ellis St
332,15,2021-03-15 00:00:00,Michael Minson,2498000,1376,2616,421528545,4,5,Keller Williams San Francisco,MULTI_FAMILY,1903,94133,san-francisco-ca/33-bernard-st-apt-3-san-francisco-ca-94133-110_421528545/for-sale/,Active,ACTIVE,2021-04-17 20:16:36,2021-03-15 00:00:00,2498000,CA,San Francisco,94133,33 Bernard St #3
333,15,2021-02-24 00:00:00,Betty Taisch,960000,76210,800,421523607,1,1,Compass,CONDO,2008,94105,san-francisco-ca/301-main-st-8f-san-francisco-ca-94105-110_411078/for-sale/,Active,ACTIVE,2021-04-17 18:16:22,2021-02-24 00:00:00,960000,CA,San Francisco,94105,301 Main St #8F
334,15,2021-04-15 00:00:00,Michael Broermann,799000,0,0,421539211,1,1,Group MB,CONDO,1990,94107,san-francisco-ca/300-3rd-st-923-san-francisco-ca-94107/pid_5uwyoad48g/for-sale/,Active,ACTIVE,2021-04-17 17:06:35,2021-04-15 00:00:00,799000,CA,San Francisco,94107,300 3rd St #923
336,15,2021-04-16 00:00:00,Mary Lou Castellanos,1349000,7776,1199,421539416,1,1,Sotheby's International Realty,CONDO,1926,94103,san-francisco-ca/2-mint-plz-1002-san-francisco-ca-94103/pid_nxsyoad48g/for-sale/,Active,ACTIVE,2021-04-17 04:31:19,2021-04-16 00:00:00,1349000,CA,San Francisco,94103,2 Mint Plz #1002
337,15,2021-04-16 00:00:00,Anthony Koutsos,749000,1873,713,421539619,1,2,Keller Williams San Francisco,CONDO,1906,94103,san-francisco-ca/1369-natoma-st-san-francisco-ca-94103-110_421539619/for-sale/,Active,ACTIVE,2021-04-17 03:51:24,2021-04-16 00:00:00,749000,CA,San Francisco,94103,1369 Natoma St
338,15,2021-04-16 00:00:00,Alexander Clark,1595000,3000,1953,421539586,3,2,The Front Steps,CONDO,2001,94110,san-francisco-ca/475-hampshire-st-6-san-francisco-ca-94110-110_401682/for-sale/,Active,ACTIVE,2021-04-17 03:11:23,2021-04-16 00:00:00,1595000,CA,San Francisco,94110,475 Hampshire St #6
339,16,2021-04-04 00:00:00,Neil Canlas,799000,56024,605,421538424,1,1,"JSL Realty, Inc.",CONDO,2008,94105,san-francisco-ca/425-1st-st-3304-san-francisco-ca-94105-110_398677/for-sale/,Active,ACTIVE,2021-04-17 00:41:10,2021-04-04 00:00:00,799000,CA,San Francisco,94105,425 1st St #3304
340,16,2021-02-17 00:00:00,Carey Clarke Nassano-Miller,1345000,3920,0,421531689,2,3,Compass,CONDO,1923,94108,san-francisco-ca/637-powell-st-102-san-francisco-ca-94108/pid_fpfwoad48g/for-sale/,Active,ACTIVE,2021-04-17 00:31:28,2021-02-17 00:00:00,1345000,CA,San Francisco,94108,637 Powell St #102
341,16,2021-04-16 00:00:00,Mark Colwell,589000,0,600,421539550,1,1,Compass,CONDO,1961,94110,san-francisco-ca/701-hampshire-st-san-francisco-ca-94110-110_421526386/for-sale/,Active,ACTIVE,2021-04-17 00:21:33,2021-04-16 00:00:00,589000,CA,San Francisco,94110,701 Hampshire St
342,16,2021-03-22 00:00:00,Sonny Chan,799000,11181,631,421538940,1,2,Sequoia Real Estate,CONDO,2014,94103,san-francisco-ca/1875-mission-st-406-san-francisco-ca-94103-110_430183/for-sale/,Active,ACTIVE,2021-04-16 23:36:39,2021-03-22 00:00:00,799000,CA,San Francisco,94103,1875 Mission St #406
343,16,2021-04-16 00:00:00,Frank Nolan,1325000,0,0,421539508,2,2,Vanguard Properties,CONDO,2018,94118,san-francisco-ca/1-stanyan-st-apt-43-san-francisco-ca-94118-110_421539508/for-sale/,Active,ACTIVE,2021-04-16 23:31:16,2021-04-16 00:00:00,1325000,CA,San Francisco,94118,1 Stanyan St #43
344,16,2021-04-16 00:00:00,Mark Colwell,395000,0,600,421539516,1,1,Compass,CONDO,1961,94110,san-francisco-ca/701-hampshire-st-apt-4-san-francisco-ca-94110-110_421539516/for-sale/,Active,ACTIVE,2021-04-16 23:26:25,2021-04-16 00:00:00,395000,CA,San Francisco,94110,701 Hampshire St #4
345,16,2021-04-15 00:00:00,Susan Hewitt C.J. Nakagawa,5995000,2495,3026,421539201,3,3,Golden Gate Sotheby's International Realty,SINGLE_FAMILY_HOUSE,1928,94118,san-francisco-ca/3311-jackson-st-san-francisco-ca-94118-110_411111/for-sale/,Active,ACTIVE,2021-04-16 22:36:30,2021-04-15 00:00:00,5995000,CA,San Francisco,94118,3311 Jackson St
346,16,2021-03-10 00:00:00,David Zimmerman,1695000,900,1400,421538966,2,2,Compass,SINGLE_FAMILY_HOUSE,1900,94102,san-francisco-ca/476-hickory-st-san-francisco-ca-94102-110_408529/for-sale/,Active,ACTIVE,2021-04-16 22:06:36,2021-03-10 00:00:00,1695000,CA,San Francisco,94102,476 Hickory St
347,16,2021-02-05 00:00:00,Claudia Siegel,2995000,1711,2625,421531941,5,6,Compass,MULTI_FAMILY,1900,94110,san-francisco-ca/2981-21st-st-apt-4-san-francisco-ca-94110-110_421531941/for-sale/,Active,ACTIVE,2021-04-16 21:26:31,2021-02-05 00:00:00,2995000,CA,San Francisco,94110,2981 21st St #4
350,16,2021-04-16 00:00:00,Garrett Frakes,1820000,0,1334,421539370,2,2,Polaris Pacific,CONDO,2020,94107,san-francisco-ca/950-tennessee-st-apt-318-san-francisco-ca-94107-110_421539370/for-sale/,Active,ACTIVE,2021-04-16 19:56:32,2021-04-16 00:00:00,1820000,CA,San Francisco,94107,950 Tennessee St #318
352,16,2021-04-16 00:00:00,Garrett Frakes,1805000,0,1373,421539346,3,2,Polaris Pacific,CONDO,2020,94107,san-francisco-ca/950-tennessee-st-apt-213-san-francisco-ca-94107-110_421539346/for-sale/,Active,ACTIVE,2021-04-16 19:41:31,2021-04-16 00:00:00,1805000,CA,San Francisco,94107,950 Tennessee St #213
353,16,2021-03-28 00:00:00,Crystal Injo,748000,43557,755,421539292,1,1,Compass,CONDO,2008,94103,san-francisco-ca/1160-mission-st-803-san-francisco-ca-94103-110_425742/for-sale/,Active,ACTIVE,2021-04-16 19:06:50,2021-03-28 00:00:00,748000,CA,San Francisco,94103,1160 Mission St #803
354,16,2021-04-06 00:00:00,Pete Brannigan,1799000,2486,2589,421539273,3,5,Compass SF,SINGLE_FAMILY_HOUSE,2003,94131,san-francisco-ca/280-monterey-blvd-san-francisco-ca-94131/pid_f23zoad48g/for-sale/,Active,ACTIVE,2021-04-16 19:01:38,2021-04-06 00:00:00,1799000,CA,San Francisco,94131,280 Monterey Blvd
355,16,2021-04-06 00:00:00,Pete Brannigan,1199000,2486,1776,421539025,3,3,Compass SF,SINGLE_FAMILY_HOUSE,2003,94131,san-francisco-ca/278-monterey-blvd-san-francisco-ca-94131-110_421539025/for-sale/,Active,ACTIVE,2021-04-16 18:31:46,2021-04-06 00:00:00,1199000,CA,San Francisco,94131,278 Monterey Blvd
357,16,2021-04-05 00:00:00,Cara Mia Lembi,2550000,3346,0,421535358,2,3,Compass SF,CONDO,1985,94123,san-francisco-ca/2171-bay-st-1-san-francisco-ca-94123-110_402331/for-sale/,Active,ACTIVE,2021-04-16 16:41:39,2021-04-05 00:00:00,2550000,CA,San Francisco,94123,2171 Bay St #1
359,16,2021-02-16 00:00:00,Michael Minson,649000,0,775,421520153,1,1,Keller Williams San Francisco,CONDO,2010,94124,san-francisco-ca/5900-3rd-st-2424-san-francisco-ca-94124/pid_zgv0oad48g/for-sale/,Active,ACTIVE,2021-04-16 14:56:27,2021-02-16 00:00:00,649000,CA,San Francisco,94124,5900 3rd St #2424
360,16,2021-04-16 00:00:00,Lynne Brown,2100000,0,1311,421538752,2,2,Compass,CONDO,2014,94105,san-francisco-ca/401-harrison-apt-32b-san-francisco-ca-94105-110_421538752/for-sale/,Active,ACTIVE,2021-04-16 14:36:43,2021-04-16 00:00:00,2100000,CA,San Francisco,94105,401 Harrison #32B
361,16,2021-02-16 00:00:00,Todd Parrish,1349000,1261,1191,510242,2,2,W Real Estate,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/21-roscoe-st-san-francisco-ca-94110/pid_69jzoad48g/for-sale/,Active,ACTIVE,2021-04-16 09:06:11,2021-02-16 00:00:00,1349000,CA,San Francisco,94110,21 Roscoe St
363,16,2021-04-01 00:00:00,David Collantes,2295000,2996,2790,421539021,2,4,David A. Collantes,MULTI_FAMILY,1900,94110,san-francisco-ca/3001-25th-st-apt-5-san-francisco-ca-94110-110_421539021/for-sale/,Active,ACTIVE,2021-04-16 07:16:12,2021-04-01 00:00:00,2295000,CA,San Francisco,94110,3001 25th St #5
364,16,2021-04-15 00:00:00,Ivan Leung,1750000,0,1584,421539088,2,3,Compass,CONDO,1907,94133,san-francisco-ca/953-union-st-san-francisco-ca-94133-110_481118/for-sale/,Active,ACTIVE,2021-04-16 05:46:11,2021-04-15 00:00:00,1750000,CA,San Francisco,94133,953 Union St
365,17,2021-04-15 00:00:00,James Koh,1099000,1751,1794,421538973,2,4,Compass,SINGLE_FAMILY_HOUSE,1969,94134,san-francisco-ca/1310-bowdoin-st-san-francisco-ca-94134/pid_dyqzoad48g/for-sale/,Active,ACTIVE,2021-04-16 02:31:17,2021-04-15 00:00:00,1099000,CA,San Francisco,94134,1310 Bowdoin St
366,17,2021-04-14 00:00:00,Tyron Hooper,799000,20082,847,421536579,1,1,Corcoran Global Living,CONDO,2006,94105,san-francisco-ca/50-lansing-st-408-san-francisco-ca-94105/pid_hhwyoad48g/for-sale/,Active,ACTIVE,2021-04-15 23:36:35,2021-04-14 00:00:00,799000,CA,San Francisco,94105,50 Lansing St #408
369,17,2021-03-16 00:00:00,Joel Goodrich,3575000,3626,2380,421538534,3,3,Coldwell Banker Realty,CONDO,1909,94115,san-francisco-ca/22-presidio-ave-san-francisco-ca-94115/pid_2szwoad48g/for-sale/,Active,ACTIVE,2021-04-15 21:31:42,2021-03-16 00:00:00,3575000,CA,San Francisco,94115,22 Presidio Ave
370,17,2021-04-15 00:00:00,Craig Ackerman,599000,80224,602,421538472,1,1,Ackerman Realty Group,CONDO,1989,94107,san-francisco-ca/2225-23rd-st-107-san-francisco-ca-94107/pid_xe6yoad48g/for-sale/,Active,ACTIVE,2021-04-15 21:21:32,2021-04-15 00:00:00,599000,CA,San Francisco,94107,2225 23rd St #107
371,17,2021-04-12 00:00:00,Emily Tam,1295000,1750,1645,421537691,2,4,Berkshire Hathaway-Franciscan,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/517-nevada-st-san-francisco-ca-94110/pid_yvjzoad48g/for-sale/,Active,ACTIVE,2021-04-15 20:21:50,2021-04-12 00:00:00,1295000,CA,San Francisco,94110,517 Nevada St
374,17,2021-04-15 00:00:00,Jamie Comer,565000,41262,417,421538648,1,1,Kindred SF Homes,CONDO,1999,94117,san-francisco-ca/988-fulton-st-326-san-francisco-ca-94117/pid_rpuwoad48g/for-sale/,Active,ACTIVE,2021-04-15 19:16:34,2021-04-15 00:00:00,565000,CA,San Francisco,94117,988 Fulton St #326
375,17,2021-03-01 00:00:00,Sean Komarmy,849000,18962,985,421537696,2,1,Pacific Edge,CONDO,2002,94107,san-francisco-ca/77-dow-pl-305-san-francisco-ca-94107/pid_9kwyoad48g/for-sale/,Active,ACTIVE,2021-04-15 18:41:31,2021-03-01 00:00:00,849000,CA,San Francisco,94107,77 Dow Pl #305
376,17,2021-04-15 11:18:27,Zarina Sultan,2097000,2958,2996,ML81839136,3,4,Westbrook Realty,SINGLE_FAMILY_HOUSE,1981,94127,san-francisco-ca/871-foerster-st-san-francisco-ca-94127-100_ml81839136/for-sale/,Active,ACTIVE,2021-04-15 18:22:32,2021-04-15 11:18:27,2097000,CA,San Francisco,94127,871 Foerster St
378,17,2021-03-01 00:00:00,Shelly Sutherland,3200000,2634,2415,421524457,3,4,Kindred SF Homes,CONDO,1926,94117,san-francisco-ca/161-clifford-ter-san-francisco-ca-94117-110_428582/for-sale/,Active,ACTIVE,2021-04-15 17:11:39,2021-03-01 00:00:00,3200000,CA,San Francisco,94117,161 Clifford Ter
379,17,2021-04-08 00:00:00,Masoumeh Pahlbod,3595000,0,1791,421529826,3,3,Engel & Voelkers San Francisco,CONDO,2016,94105,san-francisco-ca/338-main-st-apt-35e-san-francisco-ca-94105-110_492949/for-sale/,Active,ACTIVE,2021-04-15 08:26:11,2021-04-08 00:00:00,3595000,CA,San Francisco,94105,338 Main St #35E
380,17,2021-04-14 00:00:00,Michael Keane-Stack,995000,2025,0,421538170,1,1,Vanguard Properties,CONDO,2019,94117,san-francisco-ca/1282-hayes-st-apt-200-san-francisco-ca-94117-110_421538170/for-sale/,Active,ACTIVE,2021-04-15 07:21:17,2021-04-14 00:00:00,995000,CA,San Francisco,94117,1282 Hayes St #200
381,17,2021-04-08 00:00:00,Masoumeh Pahlbod,3295000,76210,1679,421531674,3,3,Engel & Voelkers San Francisco,CONDO,2008,94105,san-francisco-ca/301-main-st-apt-ph36e-san-francisco-ca-94105-110_421531674/for-sale/,Active,ACTIVE,2021-04-15 04:46:19,2021-04-08 00:00:00,3295000,CA,San Francisco,94105,301 Main St #PH36E
383,18,2021-03-01 00:00:00,Robert Belli,416018,12509,708,421538474,1,2,Home Quest Realty,CONDO,2016,94102,san-francisco-ca/388-fulton-st-apt-301-san-francisco-ca-94102-110_421538474/for-sale/,Active,ACTIVE,2021-04-15 02:11:26,2021-03-01 00:00:00,416018,CA,San Francisco,94102,388 Fulton St #301
384,18,2021-02-18 00:00:00,William Kitchen,1095000,15313,1163,421538112,2,1,Compass,CONDO,2002,94110,san-francisco-ca/2412-harrison-st-201-san-francisco-ca-94110/pid_69oyoad48g/for-sale/,Active,ACTIVE,2021-04-15 01:51:23,2021-02-18 00:00:00,1095000,CA,San Francisco,94110,2412 Harrison St #201
385,18,2021-04-14 16:13:38,Cameron Jeffs,1275000,3332,1248,ML81839023,1,1,Coldwell Banker Realty,CONDO,1923,94109,san-francisco-ca/1257-chestnut-st-2-san-francisco-ca-94109/pid_cklwoad48g/for-sale/,Active,ACTIVE,2021-04-14 23:17:36,2021-04-14 16:13:38,1275000,CA,San Francisco,94109,1257 Chestnut St #2
388,18,2021-03-29 00:00:00,Kevin Swanigan,4900000,2500,5041,421533388,5,7,Compass,SINGLE_FAMILY_HOUSE,1890,94115,san-francisco-ca/918-divisadero-st-san-francisco-ca-94115-110_510445/for-sale/,Active,ACTIVE,2021-04-14 07:26:15,2021-03-29 00:00:00,4900000,CA,San Francisco,94115,918 Divisadero St
411,18,2020-12-23 00:00:00,John Solaegui,1649000,1873,1724,421537636,2,3,Compass SF,SINGLE_FAMILY_HOUSE,1910,94107,san-francisco-ca/1375-kansas-st-san-francisco-ca-94107/pid_sq6yoad48g/for-sale/,Active,ACTIVE,2021-04-14 03:56:18,2020-12-23 00:00:00,1649000,CA,San Francisco,94107,1375 Kansas St
412,18,2021-03-12 00:00:00,Pam Godbold,774000,63237,0,421537575,1,1,Compass,CONDO,2006,94107,san-francisco-ca/555-4th-st-911-san-francisco-ca-94107-110_419212/for-sale/,Active,ACTIVE,2021-04-14 03:51:19,2021-03-12 00:00:00,774000,CA,San Francisco,94107,555 4th St #911
413,19,2021-03-15 00:00:00,Gertrude Villanueva Itchon,1595000,0,1181,421526906,2,2,Compass,CONDO,2016,94105,san-francisco-ca/338-main-st-apt-17f-san-francisco-ca-94105-110_421526906/for-sale/,Active,ACTIVE,2021-04-13 23:36:19,2021-03-15 00:00:00,1595000,CA,San Francisco,94105,338 Main St #17F
415,19,2021-04-01 00:00:00,Rafael Lucatero,788000,0,1068,421537996,2,2,Coldwell Banker Realty,CONDO,1994,94134,san-francisco-ca/160-stoneridge-ln-san-francisco-ca-94134-110_496255/for-sale/,Active,ACTIVE,2021-04-13 23:01:27,2021-04-01 00:00:00,788000,CA,San Francisco,94134,160 Stoneridge Ln
416,19,2021-04-13 00:00:00,King Hsiao,760000,0,690,421538004,2,2,"United Associates Inv., Inc.",CONDO,1970,94108,san-francisco-ca/946-stockton-apt-11c-san-francisco-ca-94108-110_421538004/for-sale/,Active,ACTIVE,2021-04-13 22:21:27,2021-04-13 00:00:00,760000,CA,San Francisco,94108,946 Stockton #11C
417,19,2021-04-13 00:00:00,George Gross,899995,0,772,40945288,1,2,Windermere Diablo Realty,CONDO,1986,94134,san-francisco-ca/781-burrows-st-3-san-francisco-ca-94134/pid_bvnzoad48g/for-sale/,Active,ACTIVE,2021-04-13 21:31:28,2021-04-13 00:00:00,899995,CA,San Francisco,94134,781 Burrows St #3
418,19,2021-04-13 00:00:00,Derec Lacio,3585000,0,1832,421537945,3,2,"Related CA Residential Sales, Inc.",CONDO,2019,94105,san-francisco-ca/488-folsom-st-apt-4903-san-francisco-ca-94105-110_421537945/for-sale/,Active,ACTIVE,2021-04-13 20:16:38,2021-04-13 00:00:00,3585000,CA,San Francisco,94105,488 Folsom St #4903
419,19,2021-04-13 00:00:00,Wendy Storch,4000000,3750,2915,421535261,4,3,Sotheby's International Realty,SINGLE_FAMILY_HOUSE,1906,94107,san-francisco-ca/275-shipley-st-san-francisco-ca-94107-110_414394/for-sale/,Active,ACTIVE,2021-04-13 20:11:29,2021-04-13 00:00:00,4000000,CA,San Francisco,94107,275 Shipley St
420,19,2021-04-13 12:56:05,Jeffrey DeJesus,798000,2326,1110,ML81838763,1,2,eXp Realty of California Inc.,SINGLE_FAMILY_HOUSE,1962,94134,san-francisco-ca/135-alpha-st-san-francisco-ca-94134/pid_itrzoad48g/for-sale/,Active,ACTIVE,2021-04-13 20:07:35,2021-04-13 12:56:05,798000,CA,San Francisco,94134,135 Alpha St
421,19,2021-02-01 00:00:00,Robert Belli,588722,0,1166,421537937,2,2,Home Quest Realty,CONDO,2007,94134,san-francisco-ca/501-crescent-way-5303-san-francisco-ca-94134/pid_u1azoad48g/for-sale/,Active,ACTIVE,2021-04-13 20:06:27,2021-02-01 00:00:00,588722,CA,San Francisco,94134,501 Crescent Way #5303
422,19,2021-01-29 00:00:00,Christopher Jurach,329000,0,448,512359,1,1,Vanguard Properties,CONDO,2008,94102,san-francisco-ca/55-page-st-218-san-francisco-ca-94102/pid_yjxwoad48g/for-sale/,Active,ACTIVE,2021-04-13 19:21:30,2021-01-29 00:00:00,329000,CA,San Francisco,94102,55 Page St #218
423,19,2021-02-05 00:00:00,Chris Panou,1200000,2221,1330,421517743,2,3,Sotheby's International Realty,CONDO,1908,94103,san-francisco-ca/49-albion-st-san-francisco-ca-94103-110_421517739/for-sale/,Active,ACTIVE,2021-04-13 18:31:22,2021-02-05 00:00:00,1200000,CA,San Francisco,94103,49 Albion St
424,19,2021-04-13 00:00:00,Isabelle Grotte,3295000,6298,2458,421537889,4,4,Compass,SINGLE_FAMILY_HOUSE,1914,94110,san-francisco-ca/276-ripley-st-san-francisco-ca-94110-110_423251/for-sale/,Active,ACTIVE,2021-04-13 17:51:24,2021-04-13 00:00:00,3295000,CA,San Francisco,94110,276 Ripley St
425,19,2021-04-12 00:00:00,Jennifer Rosdail,3294000,2500,4080,421537593,5,7,Keller Williams San Francisco,MULTI_FAMILY,1906,94107,san-francisco-ca/1112-18th-st-apt-2-san-francisco-ca-94107-110_421537593/for-sale/,Active,ACTIVE,2021-04-13 17:46:35,2021-04-12 00:00:00,3294000,CA,San Francisco,94107,1112 18th St #2
427,19,2021-02-05 00:00:00,Chris Panou,1250000,2221,1585,421517745,2,4,Sotheby's International Realty,CONDO,1908,94103,san-francisco-ca/51-albion-st-san-francisco-ca-94103-110_421517745/for-sale/,Active,ACTIVE,2021-04-13 15:46:22,2021-02-05 00:00:00,1250000,CA,San Francisco,94103,51 Albion St
428,19,2021-04-06 00:00:00,Michael Ackerman,1875000,2848,2294,421535571,2,3,Corcoran Global Living,MULTI_FAMILY,1900,94114,san-francisco-ca/4137-20th-st-apt-2-san-francisco-ca-94114-110_421535571/for-sale/,Active,ACTIVE,2021-04-13 07:26:08,2021-04-06 00:00:00,1875000,CA,San Francisco,94114,4137 20th St #2
429,19,2021-03-15 00:00:00,Burton Louie,1198000,2495,2177,421535262,2,3,Compass,SINGLE_FAMILY_HOUSE,1925,94112,san-francisco-ca/71-curtis-st-apt-71a-san-francisco-ca-94112-110_421535262/for-sale/,Active,ACTIVE,2021-04-13 07:21:19,2021-03-15 00:00:00,1198000,CA,San Francisco,94112,71 Curtis St #71A
430,19,2021-04-12 00:00:00,Edward Mullins  IV,2200000,1990,1189,421532967,1,3,Mullins & Co.,SINGLE_FAMILY_HOUSE,1951,94131,san-francisco-ca/37-sussex-st-san-francisco-ca-94131/pid_4o2zoad48g/for-sale/,Active,ACTIVE,2021-04-13 07:01:14,2021-04-12 00:00:00,2200000,CA,San Francisco,94131,37 Sussex St
431,20,2021-04-12 00:00:00,Jennifer Rosdail,899000,2500,1365,421537577,1,3,Keller Williams San Francisco,CONDO,1906,94107,san-francisco-ca/1112-18th-st-san-francisco-ca-94107-110_421537577/for-sale/,Active,ACTIVE,2021-04-13 01:21:13,2021-04-12 00:00:00,899000,CA,San Francisco,94107,1112 18th St
432,20,2021-04-12 00:00:00,Jennifer Rosdail,2395000,2500,2693,421537587,2,4,Keller Williams San Francisco,CONDO,1906,94107,san-francisco-ca/1114-18th-st-san-francisco-ca-94107-110_421537587/for-sale/,Active,ACTIVE,2021-04-13 01:16:26,2021-04-12 00:00:00,2395000,CA,San Francisco,94107,1114 18th St
433,20,2021-04-12 17:53:52,Weiwei Kuang,1348000,0,1763,ML81838653,3,4,Next Realty,OTHER,1907,94103,san-francisco-ca/69-pearl-st-san-francisco-ca-94103-110_432605/for-sale/,Active,ACTIVE,2021-04-13 00:57:28,2021-04-12 17:53:52,1348000,CA,San Francisco,94103,69 Pearl St
435,20,2021-03-24 00:00:00,Hayden Moran,1649999,7747,2097,421537700,3,2,Golden Gate Sotheby's International Realty,CONDO,2001,94107,san-francisco-ca/712-bryant-st-4-san-francisco-ca-94107/pid_80xyoad48g/for-sale/,Active,ACTIVE,2021-04-12 23:58:33,2021-03-24 00:00:00,1649999,CA,San Francisco,94107,712 Bryant St #4
437,20,2021-03-08 00:00:00,Karen Dell'Isola,899000,14956,977,421537365,2,1,Coldwell Banker Realty,CONDO,2000,94103,san-francisco-ca/1233-howard-st-2c-san-francisco-ca-94103-110_423113/for-sale/,Active,ACTIVE,2021-04-12 22:41:22,2021-03-08 00:00:00,899000,CA,San Francisco,94103,1233 Howard St #2C
442,20,2021-03-14 00:00:00,Lota de Castro,945000,43147,1153,421529465,2,2,Coldwell Banker Realty,CONDO,2002,94103,san-francisco-ca/140-s-van-ness-ave-1029-san-francisco-ca-94103-110_410186/for-sale/,Active,ACTIVE,2021-04-12 07:21:15,2021-03-14 00:00:00,945000,CA,San Francisco,94103,140 S Van Ness Ave #1029
443,20,2021-03-22 00:00:00,Ashley Barrington-Mace,799000,20082,0,421531314,2,1,Sotheby's International Realty,CONDO,2006,94105,san-francisco-ca/50-lansing-st-111-san-francisco-ca-94105/pid_nfwyoad48g/for-sale/,Active,ACTIVE,2021-04-12 07:21:15,2021-03-22 00:00:00,799000,CA,San Francisco,94105,50 Lansing St #111
444,20,2021-04-11 00:00:00,Mike Belluomini,925000,0,835,421537437,1,1,Corcoran Global Living,CONDO,1909,94104,san-francisco-ca/201-sansome-st-204-san-francisco-ca-94104/pid_i5ewoad48g/for-sale/,Active,ACTIVE,2021-04-12 07:13:14,2021-04-11 00:00:00,925000,CA,San Francisco,94104,201 Sansome St #204
445,20,2021-04-11 00:00:00,Robin Hampton,1599000,0,1738,40945079,2,3,Coldwell Banker Realty,CONDO,1976,94131,san-francisco-ca/177-carnelian-way-san-francisco-ca-94131-12_40945079/for-sale/,Active,ACTIVE,2021-04-12 03:56:15,2021-04-11 00:00:00,1599000,CA,San Francisco,94131,177 Carnelian Way
446,21,2021-04-10 00:00:00,Gail Grendahl,825000,0,801,421537309,1,1,Compass,CONDO,1983,94111,san-francisco-ca/101-lombard-apt-24w-san-francisco-ca-94111-110_421537309/for-sale/,Active,ACTIVE,2021-04-11 15:51:26,2021-04-10 00:00:00,825000,CA,San Francisco,94111,101 Lombard #24W
447,22,2021-02-19 00:00:00,Sonny Chan,1799000,3910,2650,421537323,2,4,Sequoia Real Estate,MULTI_FAMILY,1923,94117,san-francisco-ca/19-loyola-ter-apt-2-san-francisco-ca-94117-110_421537323/for-sale/,Active,ACTIVE,2021-04-10 21:56:19,2021-02-19 00:00:00,1799000,CA,San Francisco,94117,19 Loyola Ter #2
